"","Year","CountryCode","Access to electricity (% of population)","Access to electricity, urban (% of urban population)","Population ages 15-64, total","Population ages 15-64, male","Population ages 15-64, female","Population, total","Population ages 15-64 (% of total population)","Urban population","Urban land area (sq. km)","CO2 emissions from transport (% of total fuel combustion)","Railways, passengers carried (million passenger-km)","Rail lines (total route-km)","Adjusted net national income per capita (constant 2010 US$)","GDP per capita (constant 2010 US$)","Public private partnerships investment in ICT (current US$)","Investment in ICT with private participation (current US$)","Mobile cellular subscriptions (per 100 people)","Individuals using the Internet (% of population)","Fixed broadband subscriptions (per 100 people)","Researchers in R&D (per million people)","Research and development expenditure (% of GDP)","CO2 emissions (metric tons per capita)","Urban population (% of total population)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","Gross enrolment ratio, lower secondary, both sexes (%)","joinID","Registrations or Sales of New Vehicles","Vehicles in Use","Number of registered passenger cars (in thousand)","Number of taxis or taxicabs (in thousand)","Total number of registered motorcycles (in thousand)","Number of public buses (in thousand)","Number of traffic accident casualties (injuries) by road","Total number of registered buses (in thousand)","Total number of registered road motor vehicles (in thousand)","the total length of the road network and includes the length of the paved and unpaved portions (km)","Number of Charging Station","Number of Car Sharing","Number of Public Transport Node","Google Trends for Grab","Google Trends for Google Maps","Road accidents deaths (nbr)","Road accidents injury (nbr)","Road accidents deaths (per 1MM habitants)","Accidents involving casualities (nbr)","Road accidents deaths (per 1MM vehicles)","Infrastructure investment rail (eur)","Infrastructure investment road (eur)","Infrastructure investment inland total (percentage GDp)","Infrastructure investment sea (eur)","Infrastructure investment air (eur)","Infrastructure investment inland waterways (eur)","Infrastructure maintenance rail (eur)","Infrastructure maintenance road (eur)","Infrastructure maintenance air (eur)","Infrastructure maintenance sea (eur)","Infrastructure maintenance inland waterways (eur)","Passenger transport by rail (MM pkm)","Passenger transport by road (MM pkm)","Passenger transport by inland (MM pkm)","Country"
"47",2007,"AUT",100,99.8005142211914,5614453,2809870,2804531,8295487,67.6808154984937,4832038,NA,33.8802533103051,9580,5793,40010.464373546,47510.2937856663,NA,NA,119.2243632,69.37,19.50987865,3810.03152,2.41843,8.36840284361846,58.249,86.3099975585938,101.24712,"AUT2007",339691,4628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691,53211,83.298304246634,41096,120.74880334616,1.505e+09,8.7e+08,0.8377410402645,NA,1.87e+08,4e+06,3.25e+08,4.86e+08,NA,NA,NA,9580,NA,NA,"Austria"
"48",2008,"AUT",100,99.8386764526367,5627244,2816039,2811157,8321496,67.6229858016489,4823638,NA,32.1844032744507,10837,5784,40514.3117163477,48053.4823567215,NA,NA,129.6644309,72.87,20.72760735,4136.92593,2.56945,8.26909668646118,57.966,86.4599990844727,102.02213,"AUT2008",336000,4676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,679,50521,81.595905351634,39173,117.13009531009,1.683e+09,8.75e+08,0.87179444060668,NA,3.06e+08,3e+06,3.56e+08,4.67e+08,NA,NA,NA,10837,NA,NA,"Austria"
"49",2009,"AUT",100,99.8849487304688,5636777,2820940,2815808,8343323,67.5603329549989,4812679,NA,33.9195979899498,10653,5356,38360.1462742027,46123.4911031965,NA,NA,136.5634805,73.45,22.43639807,4140.10453,2.59674,7.52622282512615,57.683,86.3600006103516,102.35266,"AUT2009",350429,4758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633,49158,75.869051216164,37925,107.77621571316,2.062e+09,6.65e+08,0.94846614069613,NA,2.21e+08,5e+06,3.48e+08,5.16e+08,NA,NA,NA,10653,NA,NA,"Austria"
"50",2010,"AUT",100,99.9330368041992,5644039,2824953,2819083,8363404,67.4849514545213,4800510,NA,32.3430901412553,10737,5351,38999.7037377883,46858.0432733717,NA,NA,145.5537959,75.17,24.38064725,4349.71722,2.7261,8.07858558548648,57.399,86.1900024414063,101.90107,"AUT2010",362564,4847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,45858,66.001833703119,35348,92.291101516032,1.936e+09,3.9e+08,0.78980281763254,NA,1.74e+08,1.1e+07,3.44e+08,5.59e+08,NA,NA,NA,10737,NA,NA,"Austria"
"51",2011,"AUT",100,99.9709091186523,5658054,2832408,2825603,8391643,67.4248692937991,4792887,NA,32.3749625636418,10875,4917,39458.4984968808,48065.3165411898,NA,NA,154.0495234,78.7399931,24.81457091,4390.34667,2.66868,7.75337809294318,57.115,86.7200012207031,101.70863,"AUT2011",396655,4930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,523,45025,62.323909632476,35129,85.851972486002,2.143e+09,3.03e+08,0.78934981371925,NA,NA,2e+06,4.51e+08,4.94e+08,NA,NA,1.1e+07,10875,NA,NA,"Austria"
"52",2012,"AUT",100,99.9921569824219,5678351,2843311,2834977,8429991,67.3589166697149,4817487,NA,33.7871674491393,11323,4985,39123.2397244353,48172.2381151452,NA,NA,159.8169515,80.02999392,25.05461216,4669.44719,2.91472,7.393167086418,57.147,86.9300003051758,100.26419,"AUT2012",374829,5010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531,50895,62.989391091877,40831,85.711421749104,1.688e+09,3.27e+08,0.6332906787897,NA,NA,3e+06,4.8e+08,5.17e+08,NA,NA,1.2e+07,11323,NA,NA,"Austria"
"53",2013,"AUT",100,99.9990539550781,5704617,2857718,2846832,8479823,67.2728360722279,4861991,NA,35.4662930094971,11915,4950,38802.8115162183,47901.366129632,NA,NA,155.1157881,80.6188,26.092224,4724.72032,2.95492,7.37393740411799,57.336,86.8000030517578,99.49875,"AUT2013",357892,5075.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455,48044,53.656780336099,38502,72.225019508692,1.648e+09,3.63e+08,0.624247090706,NA,NA,1.1e+07,4.97e+08,5.59e+08,NA,NA,1.7e+07,11915,NA,NA,"Austria"
"54",2014,"AUT",100,100,5740267,2877576,2862646,8546356,67.1662479887325,4916377,NA,36.6238894373149,12092,4956,38843.7883634286,47842.7489082353,NA,NA,150.345714,80.99582496,27.38179226,4947.87477,3.08429,6.89217966113277,57.526,86.7099990844727,99.54423,"AUT2014",342215,5139.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,47670,50.31384136116,37957,67.347545127162,1.567e+09,4.53e+08,0.60934232242331,NA,NA,1e+07,5.04e+08,6.67e+08,NA,NA,1.9e+07,12092,NA,NA,"Austria"
"55",2015,"AUT",100,100,5794026,2907318,2886703,8642699,67.0395429709195,4988134,NA,NA,12208,4937,38614.7930867081,47789.3850154389,NA,NA,155.2154711,83.94014193,28.2935384,5019.43848,3.04979,7.08859223258845,57.715,87,100.08587,"AUT2015",349597,5201.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479,47366,55.422501697676,37960,74.077900258051,1.549e+09,4.55e+08,0.58268350035233,NA,NA,2e+06,5.03e+08,6.92e+08,NA,NA,1.4e+07,12208,NA,NA,"Austria"
"56",2016,"AUT",100,100,5846595,2936493,2910090,8736668,66.9201962982639,5058968,NA,NA,12578,4917,39590.5388348063,48215.8905287218,NA,NA,126.6614696,84.32374257,28.84661223,5224.35435,3.12588,7.03333570647299,57.905,87.2799987792969,101.60547,"AUT2016",374545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432,48393,49.446768493435,38466,65.996335370155,1.523e+09,4.44e+08,0.55107797316712,NA,NA,2e+06,5.35e+08,6.97e+08,NA,NA,1.2e+07,12578,NA,NA,"Austria"
"57",2017,"AUT",100,100,5877874,2955757,2922118,8797566,66.812507305921,5110858,NA,NA,12656.7,4953,39625.9102777324,49031.1070286152,NA,NA,123.1192958,87.93558659,28.47197491,5387.92896,3.05212,NA,58.094,87.620002746582,102.14614,"AUT2017",402924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414,47258,47.058470490588,37402,62.213502313621,1.552e+09,5.15e+08,0.55901259687628,NA,NA,3e+06,5.52e+08,6.87e+08,NA,NA,1.3e+07,12656.7,NA,NA,"Austria"
"58",2018,"AUT",100,100,5896670,2969088,2927605,8840521,66.7004859083869,5153759,NA,NA,13204.7,4864,40511.6421445894,50051.7859126367,NA,NA,123.5352681,87.47913723,28.35440316,5733.07565,3.17177,NA,58.297,87.9899978637695,102.00421,"AUT2018",393738,NA,NA,NA,NA,NA,NA,NA,NA,137039,NA,NA,NA,NA,NA,409,46525,46.2642416663,36846,60.401143339002,1.682e+09,4.63e+08,0.55689227561895,NA,NA,3e+06,5.6e+08,7.26e+08,NA,NA,1.2e+07,13204.7,NA,NA,"Austria"
"59",2019,"AUT",NA,NA,5908801,2978964,2929855,8877067,66.5625360827828,5196085,NA,NA,NA,4877,NA,50552.9061212823,NA,NA,119.7752968,87.75220479,28.12921617,NA,NA,NA,58.515,87.8399963378906,NA,"AUT2019",382333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416,NA,46.862325135092,35736,60.328360304171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13350,NA,NA,"Austria"
"60",2020,"AUT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AUT2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Austria"
"61",2001,"BEL",100,99.9254608154297,6743095,3397706,3345372,10286570,65.5524134610083,9997106,NA,22.0129077271934,8036,3454,34848.5483552207,39886.4953116175,NA,NA,74.59042376,31.28839551,4.457894689,3123.98921,2.02168,11.1337155145009,97.186,84.7799987792969,161.08528,"BEL2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1486,65294,144.46020393581,47444,254.58283364742,8.56e+08,1.47e+08,0.43732401586018,1.86e+08,1.27e+08,1.53e+08,NA,6.2e+07,NA,1.3e+08,5.1e+07,8036,121470,129506,"Belgium"
"62",2002,"BEL",100,99.8642807006836,6770990,3412650,3358323,10332785,65.5291882157882,10047703,NA,23.4604651162791,8260,3518,35367.0025377815,40385.8680929315,NA,NA,78.16562364,46.33,7.867120571,2958.84489,1.89073,10.3854951012723,97.241,84.5599975585938,165.6069,"BEL2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1353,64989,130.94243226778,47619,228.77916807575,1.049e+09,1.72e+08,0.50282537357839,1.57e+08,7.3e+07,1.53e+08,NA,6.8e+07,NA,1.3e+08,5.1e+07,8260,123960,132220,"Belgium"
"63",2003,"BEL",100,99.811767578125,6797228,3426882,3370327,10376133,65.5082929009144,10095562,NA,23.1460874209917,8265,3521,35340.7291469628,40634.5964886326,NA,NA,82.59725088,49.97,11.92939997,2967.37,1.83184,10.882114174905,97.296,84.8499984741211,168.89693,"BEL2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1216,65386,117.1920213436,50479,203.34448160535,9.59e+08,1.85e+08,0.46123722529358,1.89e+08,6.9e+07,1.53e+08,NA,7.3e+07,NA,1.3e+08,6.1e+07,8265,124730,132995,"Belgium"
"64",2004,"BEL",100,99.7770462036133,6827432,3443160,3384259,10421137,65.5152323204025,10144977,NA,24.1941292994778,8676,3536,36028.0352778844,41903.9923992143,NA,NA,87.13361692,53.86,15.45730835,3091.60518,1.80898,10.6612902219787,97.35,85.3000030517578,168.44919,"BEL2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1163,62992,111.60010659106,48670,191.85087429891,9.76e+08,1.56e+08,0.43292274737829,2.33e+08,4.7e+07,1.53e+08,NA,7.7e+07,NA,1.3e+08,6.1e+07,8676,126800,135476,"Belgium"
"65",2005,"BEL",100,99.7654571533203,6869664,3465474,3404190,10478617,65.5588768097048,10206487,NA,24.1051454138702,9150,3544,36300.5207147569,42641.6935775474,NA,NA,91.0666428,55.82,19.06329508,3142.7299,1.78231,10.3585425443071,97.403,84.7699966430664,170.2921,"BEL2005",551501,5535.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131,63113,107.93409092059,48968,183.63370677058,948527538.2,1.56e+08,0.4065724732097,2.6e+08,6.8e+07,1.56e+08,NA,8e+07,NA,1.3e+08,6.6e+07,9150,126960,136110,"Belgium"
"66",2006,"BEL",100,99.7746963500977,6918110,3489042,3429064,10547958,65.5871971072016,10279407,NA,24.2869490060501,9607,3500,36695.0508238024,43442.5827025048,NA,NA,92.72939576,59.72,23.08574576,3284.43073,1.81426,10.1635544055067,97.454,84.9300003051758,169.97654,"BEL2006",594454,5620.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1106,63452,104.8544182675,49008,176.93169092945,928448430.70712,1.69e+08,0.38734203308522,1.84e+08,8.8e+07,1.62e+08,NA,1.04e+08,NA,1.3e+08,6.7e+07,9607,127990,137597,"Belgium"
"67",2007,"BEL",100,99.8005142211914,6977859,3518377,3459492,10625700,65.6696398023776,10360589,NA,25.1955083216363,9932,3374,37728.4625735941,44710.3842532272,NA,NA,100.3790486,64.44,25.51629473,3395.01749,1.84413,9.75547549808483,97.505,85.1800003051758,166.76486,"BEL2007",602365,5718.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1094,64351,102.95792277215,49618,172.56307109267,820740802.27657,1.66e+08,0.33896296224585,1.59e+08,1.35e+08,1.78e+08,NA,9.4e+07,NA,1.3e+08,7.6e+07,9932,130810,140742,"Belgium"
"68",2008,"BEL",100,99.8386764526367,7043441,3550701,3492752,10709973,65.7652579267481,10448114,NA,26.2239784117194,10406,3513,36936.4587960404,44556.8252232385,NA,NA,105.2227353,66,27.67016385,3411.75263,1.92413,9.75232720007791,97.555,85.7799987792969,131.73983,"BEL2008",612692,5817.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980,62961,91.503498654945,48703,151.18713527068,982865787.45468,1.56e+08,0.37722581834717,2.03e+08,1.16e+08,1.88e+08,NA,1.02e+08,NA,1.3e+08,8.7e+07,10406,130620,141026,"Belgium"
"69",2009,"BEL",100,99.8849487304688,7105641,3581354,3524294,10796493,65.814341515699,10537701,NA,27.4940433026002,10427,3578,36126.6700884774,43306.596023102,NA,NA,108.4282234,70,29.03572211,3519.85499,1.98537,9.19798929152272,97.603,85.1999969482422,133.25716,"BEL2009",536260,5903.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,956,61382,88.547271785384,47619,145.40390573751,1404314280.9247,1.75e+08,0.51008745301931,2.19e+08,1.16e+08,1.88e+08,NA,1.11e+08,NA,1.35e+08,1.31e+08,10427,131060,141487,"Belgium"
"70",2010,"BEL",100,99.9330368041992,7167469,3611937,3555526,10895586,65.7832315041066,10639649,12349.22852,25.1827242524917,10403,3582,36309.073349824,44141.8781415734,NA,NA,111.110074,75,30.83667139,3732.83127,2.05081,10.1196352357735,97.651,85.6399993896484,137.05832,"BEL2010",607497,6040.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,59022,78.013243161038,45745,127.07306626561,1376467072.8178,3.48e+08,0.51728439597219,2.3e+08,3e+07,1.54e+08,2.95e+08,1.84e+08,NA,NA,6.5e+07,10403,126773,137176,"Belgium"
"71",2011,"BEL",100,99.9709091186523,7246345,3649376,3596903,11038264,65.6475077341236,10784163,NA,28.4127323221534,11003,NA,35363.8685072559,44309.6325382687,NA,NA,113.456517,81.609996,32.17547029,3875.64397,2.15533,9.0566554668379,97.698,85.6999969482422,137.86126,"BEL2011",643511,6137.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,884,61311,80.085056853143,47761,128.82960201126,1295066302.6247,2.48e+08,0.45085411639632,2.41e+08,3.4e+07,1.52e+08,3.12e+08,1.56e+08,NA,NA,5.8e+07,11003,127640,138643,"Belgium"
"72",2012,"BEL",100,99.9921569824219,7271587,3659879,3611585,11106932,65.4689095291284,10856360,NA,26.6579691237225,NA,3592,36287.8539758238,44361.2100930567,NA,NA,111.077829,80.71999055,33.3052753,4113.26364,2.27334,8.56518982919856,97.744,85.6500015258789,138.65803,"BEL2012",550519,6184.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,827,56319,74.458005144895,44259,119.49501148062,1333431629.7625,5.53e+08,0.527852194813,2.36e+08,7.4e+07,1.52e+08,3.11e+08,1.45e+08,NA,NA,7.1e+07,10857,128046,NA,"Belgium"
"73",2013,"BEL",100,99.9990539550781,7282454,3664021,3618284,11159407,65.2584286062527,10912673,NA,26.0599571734475,10595,NA,36477.8602129837,44355.3773098766,NA,NA,110.4106783,82.1702,34.32772916,4155.91094,2.33393,8.73719033636823,97.789,84.9199981689453,177.57672,"BEL2013",547139,6241.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,764,53112,68.462419194855,41347,109.24012767368,1200786096.1563,5.87e+08,0.49755296684899,1.97e+08,9.3e+07,1.67e+08,3.29e+08,1.47e+08,NA,NA,6.6e+07,10595,121530,132125,"Belgium"
"74",2014,"BEL",100,100,7291041,3668642,3622283,11209057,65.0459829229075,10966157,NA,28.628663003663,10974,3631,36915.4847560725,44855.9702018757,NA,NA,113.4877626,85,35.74653262,4528.91488,2.38729,8.34713437535379,97.833,85.3899993896484,177.26238,"BEL2014",545255,6328.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,745,53237,66.464110228006,41474,105.28193087909,1107978558.46,4.17e+08,0.40396159496957,1.5e+08,1.07e+08,1.03e+08,3.33e+08,2.06e+08,NA,NA,2.7e+07,10974,123980,134954,"Belgium"
"75",2015,"BEL",100,100,7311715,3681262,3630451,11274196,64.8535339486213,11034732,NA,NA,10333,3607,37558.5550532787,45507.2310582037,NA,NA,113.1658212,85.05294175,36.50842403,4711.04559,2.46123,8.81183580629608,97.876,84.8199996948242,181.0416,"BEL2015",571524,6426.136,NA,NA,NA,NA,NA,NA,NA,137039,NA,NA,NA,NA,NA,762,51831,67.587968135377,40300,106.20117289579,1005993899.6279,7.78e+08,0.49795702621299,1.08e+08,1.27e+08,2.91e+08,3.13e+08,4.57e+08,NA,NA,8.2e+07,10333,122240,132573,"Belgium"
"76",2016,"BEL",100,100,7321395,3689841,3631492,11331422,64.6114376604001,11095615,NA,NA,10025,3602,37995.5210592024,45850.9330303307,NA,NA,110.5368746,86.51647666,37.60922178,4780.51719,2.55595,8.55051325420587,97.919,85.1600036621094,173.22427,"BEL2016",617854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670,51258,59.127618757822,40123,91.758623872636,959083668.59,8.1e+08,0.46349128842383,90900000,109310000,2.25e+08,3.11e+08,5.28e+08,NA,NA,1.03e+08,10025,119500,129667,"Belgium"
"77",2017,"BEL",100,100,7323263,3696349,3626878,11375158,64.3794416479243,11143219,NA,NA,10167,3605,38501.137018103,46409.1300759444,NA,NA,99.45303522,87.67968082,38.34561848,4729.55358,2.70234,NA,97.961,85.7099990844727,170.64223,"BEL2017",633642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609,48472,53.537717893677,38025,82.082053749593,8.8e+08,655906000,0.39766111769621,120400000,116282000,237490000,3.17e+08,396797000,NA,NA,87460000,10167,NA,NA,"Belgium"
"78",2018,"BEL",100,100,7331122,3706610,3624530,11427054,64.1558335012748,11198627,NA,NA,NA,3607,38264.5229213648,47035.6139543386,NA,NA,99.69668646,88.65506428,39.21686286,5023.26301,2.82119,NA,98.001,85.9700012207031,168.31835,"BEL2018",639434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604,48750,52.857018090577,38455,80.178708251982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belgium"
"79",2019,"BEL",NA,NA,7342357,3718070,3624325,11484055,63.935230890395,11277366,NA,NA,NA,NA,NA,47618.2982067854,NA,NA,99.7421427,90.37051309,39.78313988,NA,NA,NA,98.041,85.7699966430664,NA,"BEL2019",644041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646,47147,56.251907536145,37699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belgium"
"80",2020,"BEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BEL2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belgium"
"81",2001,"BGR",100,99.9254608154297,5443874,2705699,2738158,8009142,67.9707460990533,5539603,NA,12.4361536753276,2990,4320,3357.6766326475,4219.94318931861,NA,NA,19.54429513,7.612297749,NA,1162.19205,0.45052,5.80006647403679,69.166,84.8600006103516,86.8746,"BGR2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011,7984,126.23074981065,6709,NA,77507442.767683,NA,NA,5132943.2296479,1026588.6459296,NA,10779180.782261,NA,1026588.6459296,5132943.2296479,NA,2990,15707,18697,"Bulgaria"
"82",2002,"BGR",100,99.8642807006836,5347556,2659766,2687754,7837161,68.2333323459915,5448708,NA,13.7208755001177,2598,4318,3714.54338683724,4569.27428187651,NA,NA,33.02147316,9.08,NA,1172.479,0.46834,5.69526694679362,69.524,84.8899993896484,87.47115,"BGR2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,959,8100,122.36573932831,6769,NA,50790067.72009,NA,NA,4104247.896573,3591216.9095013,463266981.32567,5130309.8707162,NA,3591216.9095013,4104247.896573,470449415.14467,2598,17018,19616,"Bulgaria"
"83",2003,"BGR",100,99.811767578125,5327742,2652304,2675396,7775327,68.5211329326659,5433321,NA,13.7384977530494,2517,4318,3920.26652284424,4842.88565433566,NA,NA,44.8581374,12.04,NA,1228.67973,0.47587,6.08437008501379,69.879,84.129997253418,88.49068,"BGR2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,960,8488,123.46747603027,6997,NA,26167265.264238,NA,NA,3078501.7957927,3078501.7957927,38481272.447409,3591585.4284248,NA,3078501.7957927,3078501.7957927,544381734.22268,2517,14005,16522,"Bulgaria"
"84",2004,"BGR",100,99.7770462036133,5309136,2646111,2662994,7716860,68.7991759970002,5419782,NA,14.9126637554585,2404,4259,4238.67808083692,5193.91346070867,NA,NA,61.07108769,18.13,0.085878838,1268.87888,0.47449,6.06489180832618,70.233,84.1699981689453,88.30332,"BGR2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943,9308,122.19996216078,7612,318.01166829663,31230800.737252,NA,NA,1023960.6799099,3583862.3796846,25599016.997747,5631783.7395044,NA,3583862.3796846,1023960.6799099,292852754.45423,2404,12057,14461,"Bulgaria"
"85",2005,"BGR",100,99.7654571533203,5287209,2639033,2648176,7658972,69.032876707339,5406009,NA,16.3870967741935,2389,4154,4489.432519013,5607.52705521766,NA,NA,81.24044323,19.97,2.152592923,1307.79884,0.44617,6.25628204411767,70.584,85.9599990844727,88.34256,"BGR2005",34940,2909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,957,10112,124.95149479591,8224,309.45836701698,45505675.426935,272011453.11382,1.6759810162396,4601697.5150833,2045198.8955926,85387053.890991,30677983.433889,NA,2045198.8955926,4601697.5150833,507209326.10696,2389,12289,14678,"Bulgaria"
"86",2006,"BGR",100,99.7746963500977,5245247,2620625,2624594,7601022,69.0071251362205,5391557,NA,17.0409233997901,2422,4146,4741.13097968702,6034.62012591414,NA,NA,108.1562445,27.09,5.040904142,1354.47304,0.4454,6.44533327228891,70.932,86.8600006103516,88.44832,"BGR2006",45300,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1043,10215,137.21838984284,8222,492.42245408621,39370078.740157,256161161.67297,1.7963590655769,8180795.5823704,2556498.6194907,196850393.70079,29144084.262194,112997238.98149,2556498.6194907,0,619183965.64066,2422,12039,14461,"Bulgaria"
"87",2007,"BGR",100,99.8005142211914,5204270,2603434,2600818,7545338,68.9733170447394,5378166,NA,15.5912924102765,2424,4143,4924.00043805268,6477.77027728137,NA,NA,130.6309287,33.64,8.302801019,1478.61752,0.43024,6.92543528202448,71.278,87.5899963378906,87.99779,"BGR2007",55336,2367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006,9827,133.32736055032,8010,404.78010702933,44483075.979139,213211984.86553,2.0439717096665,46016975.150833,2556498.6194907,405460681.05123,30166683.709991,221392780.4479,2556498.6194907,27098885.366602,787912874.52705,2424,12209,14633,"Bulgaria"
"88",2008,"BGR",100,99.8386764526367,5161618,2585905,2575707,7492561,68.8898998642626,5366322,NA,17.1852462394395,2335,4144,5513.10461623351,6920.38895361115,NA,NA,138.6083388,39.67,11.21135362,1513.00749,0.44787,6.77208754122923,71.622,87.5999984741211,86.96557,"BGR2008",57927,2690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1061,9952,141.60712205079,8045,375.33606905335,71581961.345741,256161161.67297,0.88061133165166,6646896.4106759,3579098.067287,0,57776868.800491,212700685.14163,0,0,1533899.1716944,2335,12305,14640,"Bulgaria"
"89",2009,"BGR",100,99.8849487304688,5115270,2566806,2548472,7444443,68.7125987470685,5357245,NA,18.8915094339623,2144,4150,5494.76973357973,6730.05814265952,NA,NA,139.8916681,45,13.35429536,1601.3888,0.4947,5.73119372396296,71.963,87.5199966430664,84.99,"BGR2009",26813,2842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,8674,121.02987422968,7068,301.13636363636,49596073.21812,130892729.31793,0.48258821712609,8180795.5823704,1022599.4477963,0,38347479.292361,77717558.032519,1022599.4477963,4601697.5150833,1022599.4477963,2144,10073,12217,"Bulgaria"
"90",2010,"BGR",100,99.9330368041992,5060439,2543649,2516790,7395599,68.4250037171677,5347166,6678.94043,17.545045045045,2100,4097,5551.92654208575,6812.40633845402,NA,NA,137.3728082,46.23,15.14776819,1478.65161,0.56387,5.9649002061902,72.302,87.4300003051758,86.52101,"BGR2010",20082,2960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,776,8078,104.92726823074,6609,249.03722721438,129870129.87013,370692299.82616,1.3157414976791,5112997.2389815,1533899.1716944,0,35790980.67287,109929440.6381,1533899.1716944,1022599.4477963,1022599.4477963,2100,9924,12024,"Bulgaria"
"91",2011,"BGR",100,99.9709091186523,4991351,2510608,2480759,7348328,67.9249862779777,5337678,NA,16.1958951432636,2068,4072,5819.08226499962,7017.66364599858,NA,NA,141.9647632,47.97999305,17.03287187,1613.03219,0.53191,6.71637861020902,72.638,87.8899993896484,88.95916,"BGR2011",23529,3065,NA,NA,NA,NA,NA,NA,NA,137039,NA,NA,NA,NA,NA,657,8301,89.408093922862,6639,203.3426183844,89988751.406074,511811023.62205,1.4588150965871,4601697.5150833,1533899.1716944,0,32723182.329482,79251457.204213,1533899.1716944,511299.72389815,1533899.1716944,2068,9766,11834,"Bulgaria"
